,Normal 400 Rogue 10,Normal 300 Rogue 10,Normal 200 Rogue 10
8.45,53.77777777777778,,
8.46,35.77777777777777,,
8.47,43.333333333333336,,
8.48,39.111111111111114,,
8.49,50.0,,
8.5,44.888888888888886,,
8.51,47.333333333333336,,
8.52,49.333333333333336,,
8.53,61.55555555555555,,
8.54,60.44444444444444,,
8.55,60.22222222222222,,
8.56,55.333333333333336,,
8.57,44.666666666666664,,
8.58,49.55555555555556,,
8.59,42.66666666666667,,
8.6,51.55555555555556,,
8.61,43.333333333333336,,
8.62,48.44444444444444,,
8.63,51.77777777777778,,
8.64,57.111111111111114,,
8.65,52.888888888888886,,
8.66,54.888888888888886,,
8.67,43.77777777777778,,
8.68,48.888888888888886,,
8.69,49.111111111111114,,
8.7,54.888888888888886,,
8.71,47.333333333333336,,
8.72,39.33333333333333,,
8.73,25.77777777777778,,
8.74,35.333333333333336,,
8.75,44.666666666666664,,
8.76,32.44444444444444,,
8.77,28.444444444444443,,
8.78,44.888888888888886,,
8.79,38.44444444444444,,
8.8,55.55555555555556,,
8.81,51.33333333333333,,
8.82,50.66666666666667,,
8.83,57.99999999999999,,
8.84,57.111111111111114,,
8.85,58.666666666666664,,
8.86,50.888888888888886,,
8.87,46.22222222222222,,
8.88,48.22222222222222,,
8.89,42.888888888888886,,
8.9,44.44444444444444,,
8.91,34.88888888888889,,
8.92,36.0,,
8.93,32.0,,
8.94,31.333333333333336,,
8.95,35.55555555555556,,
8.96,38.22222222222222,,
8.97,39.33333333333333,,
8.98,48.44444444444444,,
8.99,41.77777777777778,,
9.0,53.333333333333336,,
9.01,53.77777777777778,,
9.02,43.333333333333336,,
9.03,52.44444444444445,,
9.04,40.22222222222222,,
9.05,43.55555555555555,,
9.06,46.666666666666664,,
9.07,45.77777777777778,,
9.08,46.22222222222222,,
9.09,42.44444444444444,,
9.1,45.33333333333333,,
9.11,50.0,,
9.12,40.22222222222222,,
9.13,48.0,,
9.14,42.888888888888886,,
9.15,41.55555555555556,,
9.16,41.11111111111111,,
9.17,40.666666666666664,,
9.18,31.555555555555554,,
9.19,41.77777777777778,,
9.2,43.77777777777778,,
9.21,38.88888888888889,,
9.22,38.44444444444444,,
9.23,46.0,,
9.24,46.88888888888889,,
9.25,48.888888888888886,,
9.26,55.333333333333336,,
9.27,50.0,,
9.28,54.22222222222223,,
9.29,42.0,,
9.3,38.44444444444444,,
9.31,39.55555555555556,,
9.32,44.666666666666664,,
9.33,42.66666666666667,,
9.34,54.0,,
9.35,46.0,,
9.36,40.44444444444444,,
9.37,50.66666666666667,,
9.38,56.222222222222214,,
9.39,48.888888888888886,,
9.4,41.333333333333336,,
9.41,45.111111111111114,,
9.42,48.22222222222222,,
9.43,33.77777777777778,,
9.44,39.111111111111114,,
9.45,39.111111111111114,,
9.46,37.111111111111114,,
9.47,35.77777777777777,,
9.48,38.44444444444444,,
9.49,30.444444444444446,,
9.5,25.333333333333336,,
9.51,44.22222222222222,,
9.52,38.88888888888889,,
9.53,37.55555555555555,,
9.54,42.888888888888886,,
9.55,44.666666666666664,,
9.56,36.22222222222222,,
9.57,39.111111111111114,,
9.58,40.0,,
9.59,45.77777777777778,,
9.6,45.111111111111114,,
9.61,44.22222222222222,,
9.62,33.77777777777778,,
9.63,36.44444444444444,,
9.64,43.55555555555555,,
9.65,48.66666666666667,,
9.66,43.111111111111114,,
9.67,45.55555555555556,,
9.68,45.33333333333333,,
9.69,37.55555555555555,,
9.7,42.888888888888886,,
9.71,42.22222222222222,,
9.72,37.77777777777778,,
9.73,39.77777777777778,,
9.74,43.77777777777778,,
9.75,32.88888888888889,,
9.76,37.55555555555555,,
9.77,29.777777777777775,,
9.78,35.11111111111111,,
9.79,47.333333333333336,,
9.8,34.44444444444444,,
9.81,39.111111111111114,,
9.82,38.666666666666664,,
9.83,41.333333333333336,,
9.84,39.55555555555556,,
9.85,42.0,,
9.86,43.333333333333336,,
9.87,43.333333333333336,,
9.88,44.44444444444444,,
9.89,40.88888888888889,,
9.9,37.77777777777778,,
9.91,39.77777777777778,,
9.92,40.44444444444444,,
9.93,40.22222222222222,,
9.94,36.0,,
9.95,39.33333333333333,,
9.96,39.111111111111114,,
9.97,37.111111111111114,,
9.98,37.77777777777778,,
9.99,38.666666666666664,,
10.0,46.0,,
10.01,36.666666666666664,,
10.02,33.77777777777778,,
10.03,43.333333333333336,,
10.04,42.66666666666667,,
10.05,31.11111111111111,,
10.06,36.22222222222222,,
10.07,38.666666666666664,,
10.08,34.44444444444444,,
10.09,50.66666666666667,,
10.1,48.66666666666667,,
10.11,46.666666666666664,,
10.12,35.55555555555556,,
10.13,30.22222222222222,,
10.14,23.77777777777778,,
10.15,23.11111111111111,,
10.16,36.22222222222222,,
10.17,37.111111111111114,,
10.18,38.0,,
10.19,41.55555555555556,,
10.2,40.44444444444444,,
10.21,43.333333333333336,,
10.22,47.333333333333336,,
10.23,41.333333333333336,,
10.24,41.77777777777778,,
10.25,45.33333333333333,,
10.26,50.22222222222222,,
10.27,54.44444444444444,,
10.28,45.33333333333333,,
10.29,53.11111111111111,,
10.3,60.0,,
10.31,53.11111111111111,,
10.32,59.111111111111114,,
10.33,48.44444444444444,,
10.34,40.0,,
10.35,43.111111111111114,,
10.36,44.44444444444444,,
10.37,49.333333333333336,,
10.38,49.55555555555556,,
10.39,44.888888888888886,,
10.4,48.888888888888886,,
10.41,44.44444444444444,,
10.42,53.77777777777778,,
10.43,45.111111111111114,,
10.44,38.666666666666664,,
10.45,40.22222222222222,,
10.46,33.55555555555556,,
10.47,36.666666666666664,,
10.48,48.66666666666667,,
10.49,43.55555555555555,,
10.5,38.666666666666664,,
10.51,37.77777777777778,,
10.52,38.666666666666664,,
10.53,46.0,,
10.54,30.0,,
10.55,32.666666666666664,,
10.56,34.0,,
10.57,40.88888888888889,,
10.58,39.111111111111114,,
10.59,45.111111111111114,,
10.6,48.888888888888886,,
10.61,40.88888888888889,,
10.62,33.77777777777778,,
10.63,40.88888888888889,,
10.64,30.444444444444446,,
10.65,35.77777777777777,,
10.66,36.0,,
10.67,36.44444444444444,,
10.68,34.22222222222222,,
10.69,42.66666666666667,,
10.7,33.111111111111114,,
10.71,45.111111111111114,,
10.72,36.666666666666664,,
10.73,35.11111111111111,,
10.74,40.44444444444444,,
10.75,43.111111111111114,,
10.76,36.0,,
10.77,41.77777777777778,,
10.78,44.666666666666664,,
10.79,50.44444444444445,,
10.8,48.888888888888886,,
10.81,41.77777777777778,,
10.82,46.22222222222222,,
10.83,41.11111111111111,,
10.84,42.0,,
10.85,40.88888888888889,,
10.86,36.666666666666664,,
10.87,35.77777777777777,,
10.88,40.666666666666664,,
10.89,40.666666666666664,,
10.9,34.44444444444444,,
10.91,36.44444444444444,,
10.92,30.22222222222222,,
10.93,38.0,,
10.94,42.44444444444444,,
10.95,45.77777777777778,,
10.96,38.88888888888889,,
10.97,30.22222222222222,,
10.98,25.555555555555554,,
10.99,31.333333333333336,,
11.0,25.77777777777778,,
11.01,34.88888888888889,,
11.02,46.666666666666664,,
11.03,49.111111111111114,,
11.04,44.22222222222222,,
11.05,38.666666666666664,,
11.06,50.0,,
11.07,37.333333333333336,,
11.08,46.44444444444444,,
11.09,44.888888888888886,,
11.1,38.0,,
11.11,44.44444444444444,,
11.12,44.888888888888886,,
11.13,46.44444444444444,,
11.14,29.555555555555557,,
11.15,42.44444444444444,,
11.16,39.111111111111114,,
11.17,35.11111111111111,,
11.18,32.22222222222222,,
11.19,38.44444444444444,,
11.2,40.44444444444444,,
11.21,43.77777777777778,,
11.22,40.22222222222222,,
11.23,45.111111111111114,,
11.24,41.77777777777778,,
11.25,40.88888888888889,,
11.26,44.0,,
11.27,49.333333333333336,,
11.28,44.666666666666664,,
11.29,42.0,,
11.3,42.22222222222222,,
11.31,40.22222222222222,,
11.32,44.888888888888886,,
11.33,36.22222222222222,,
11.34,39.111111111111114,,
11.35,48.0,,
11.36,49.333333333333336,,
11.37,42.0,,
11.38,42.888888888888886,,
11.39,38.0,,
11.4,47.333333333333336,,
11.41,43.111111111111114,,
11.42,45.111111111111114,,
11.43,34.22222222222222,,
11.44,40.0,,
11.45,33.55555555555556,,
11.46,40.88888888888889,,
11.47,45.33333333333333,,
11.48,44.22222222222222,,
11.49,36.888888888888886,,
11.5,39.55555555555556,,
11.51,42.22222222222222,,
11.52,36.22222222222222,,
11.53,48.0,,
11.54,40.88888888888889,,
11.55,39.111111111111114,,
11.56,40.666666666666664,,
11.57,38.22222222222222,,
11.58,49.77777777777778,,
11.59,46.0,,
11.6,40.666666666666664,,
11.61,43.77777777777778,,
11.62,35.55555555555556,,
11.63,31.333333333333336,,
11.64,32.0,,
11.65,34.66666666666667,,
11.66,35.333333333333336,,
11.67,32.0,,
11.68,34.88888888888889,,
11.69,40.44444444444444,,
11.7,38.88888888888889,,
11.71,47.11111111111111,,
11.72,41.11111111111111,,
11.73,51.77777777777778,,
11.74,47.55555555555556,,
11.75,38.666666666666664,,
11.76,45.33333333333333,,
11.77,44.22222222222222,,
11.78,33.77777777777778,,
11.79,42.66666666666667,,
11.8,44.22222222222222,,
11.81,54.0,,
11.82,47.55555555555556,,
11.83,46.22222222222222,,
11.84,48.44444444444444,,
11.85,60.66666666666667,,
11.86,61.77777777777778,,
11.87,54.666666666666664,,
11.88,55.111111111111114,,
11.89,60.44444444444444,,
11.9,58.22222222222222,,
11.91,47.77777777777778,,
11.92,48.0,,
11.93,49.111111111111114,,
11.94,49.55555555555556,,
11.95,33.77777777777778,,
11.96,51.55555555555556,,
11.97,46.88888888888889,,
11.98,49.55555555555556,,
11.99,44.44444444444444,,
12.0,48.0,,
12.01,50.888888888888886,,
12.02,42.0,,
12.03,46.0,,
12.04,45.55555555555556,,
12.05,48.66666666666667,,
12.06,52.44444444444445,,
12.07,47.55555555555556,,
12.08,53.11111111111111,,
12.09,54.666666666666664,,
12.1,44.888888888888886,,
12.11,41.55555555555556,,
12.12,35.333333333333336,,
12.13,38.0,,
12.14,30.22222222222222,,
12.15,38.88888888888889,,
12.16,44.0,,
12.17,37.111111111111114,,
12.18,40.44444444444444,,
12.19,40.88888888888889,,
12.2,58.88888888888889,,
12.21,42.66666666666667,,
12.22,48.888888888888886,,
12.23,59.111111111111114,,
12.24,51.55555555555556,,
12.25,47.55555555555556,,
12.26,49.77777777777778,,
12.27,44.666666666666664,,
12.28,56.222222222222214,,
12.29,54.0,,
12.3,50.44444444444445,,
12.31,51.77777777777778,,
12.32,58.22222222222222,,
12.33,45.55555555555556,,
12.34,48.22222222222222,,
12.35,53.55555555555556,,
12.36,44.888888888888886,,
12.37,39.33333333333333,,
12.38,45.111111111111114,,
12.39,42.888888888888886,,
12.4,54.888888888888886,,
12.41,51.77777777777778,,
12.42,45.111111111111114,,
12.43,51.55555555555556,,
12.44,56.00000000000001,,
12.45,53.77777777777778,,
12.46,52.22222222222223,,
12.47,51.33333333333333,,
12.48,52.44444444444445,,
12.49,62.0,,
12.5,51.33333333333333,,
12.51,48.66666666666667,,
12.52,51.33333333333333,,
12.53,35.333333333333336,,
12.54,44.44444444444444,,
12.55,43.77777777777778,,
12.56,43.55555555555555,,
12.57,45.33333333333333,,
12.58,50.44444444444445,,
12.59,48.44444444444444,,
12.6,47.55555555555556,,
12.61,42.66666666666667,,
12.62,50.22222222222222,,
12.63,55.111111111111114,,
12.64,46.666666666666664,,
12.65,36.888888888888886,,
12.66,44.888888888888886,,
12.67,44.666666666666664,,
12.68,49.77777777777778,,
12.69,47.11111111111111,,
12.7,49.111111111111114,,
12.71,49.111111111111114,,
12.72,42.0,,
12.73,43.111111111111114,,
12.74,44.0,,
12.75,45.77777777777778,,
12.76,39.55555555555556,,
12.77,37.111111111111114,,
12.78,40.44444444444444,,
12.79,37.77777777777778,,
12.8,50.22222222222222,,
12.81,48.0,,
12.82,44.0,,
12.83,34.22222222222222,,
12.84,41.333333333333336,,
12.85,39.111111111111114,,
12.86,26.88888888888889,,
12.87,35.11111111111111,,
12.88,44.0,,
12.89,47.77777777777778,,
12.9,48.22222222222222,,
12.91,43.55555555555555,,
12.92,38.44444444444444,,
12.93,50.44444444444445,,
12.94,44.0,,
12.95,41.77777777777778,,
12.96,41.333333333333336,,
12.97,48.22222222222222,,
12.98,48.0,,
12.99,50.0,,
13.0,38.0,,
13.01,28.888888888888886,,
13.02,32.44444444444444,,
13.03,35.11111111111111,,
13.04,28.666666666666668,,
13.05,24.88888888888889,,
13.06,38.22222222222222,,
13.07,33.33333333333333,,
13.08,33.77777777777778,,
13.09,46.666666666666664,,
13.1,42.888888888888886,,
13.11,45.77777777777778,,
13.12,43.55555555555555,,
13.13,38.0,,
13.14,34.88888888888889,,
13.15,29.777777777777775,,
13.16,39.55555555555556,,
13.17,45.77777777777778,,
13.18,45.111111111111114,,
13.19,39.55555555555556,,
13.2,33.111111111111114,,
13.21,46.88888888888889,,
13.22,42.66666666666667,,
13.23,46.0,,
13.24,46.88888888888889,,
13.25,38.44444444444444,,
13.26,38.44444444444444,,
13.27,38.44444444444444,,
13.28,36.0,,
13.29,50.22222222222222,,
13.3,57.333333333333336,,
13.31,55.77777777777778,,
13.32,53.11111111111111,,
13.33,45.111111111111114,,
13.34,40.22222222222222,,
13.35,40.666666666666664,,
13.36,42.22222222222222,,
13.37,39.33333333333333,,
13.38,34.66666666666667,,
13.39,44.0,,
13.4,37.55555555555555,,
13.41,42.66666666666667,,
13.42,31.333333333333336,,
13.43,37.55555555555555,,
13.44,38.666666666666664,,
13.45,27.333333333333332,,
13.46,37.77777777777778,,
13.47,39.77777777777778,,
13.48,39.55555555555556,,
13.49,45.33333333333333,,
13.5,53.55555555555556,,
13.51,46.88888888888889,,
13.52,54.0,,
13.53,48.888888888888886,,
13.54,58.22222222222222,,
13.55,46.44444444444444,,
13.56,46.88888888888889,,
13.57,46.22222222222222,,
13.58,42.22222222222222,,
13.59,43.333333333333336,,
13.6,48.44444444444444,,
13.61,46.44444444444444,,
13.62,45.77777777777778,,
13.63,47.11111111111111,,
13.64,53.55555555555556,,
13.65,44.44444444444444,,
13.66,39.77777777777778,,
13.67,39.55555555555556,,
13.68,44.44444444444444,,
13.69,45.77777777777778,,
13.7,37.111111111111114,,
13.71,42.888888888888886,,
13.72,47.333333333333336,,
13.73,43.111111111111114,,
13.74,40.666666666666664,,
13.75,44.666666666666664,,
13.76,47.77777777777778,,
13.77,36.666666666666664,,
13.78,32.0,,
13.79,26.222222222222225,,
13.8,43.77777777777778,,
13.81,39.33333333333333,,
13.82,39.33333333333333,,
13.83,32.88888888888889,,
13.84,37.77777777777778,,
13.85,48.44444444444444,,
13.86,45.55555555555556,,
13.87,42.66666666666667,,
13.88,40.88888888888889,,
13.89,42.44444444444444,,
13.9,37.111111111111114,,
13.91,48.888888888888886,,
13.92,36.666666666666664,,
13.93,42.0,,
13.94,48.44444444444444,,
13.95,47.77777777777778,,
13.96,34.44444444444444,,
13.97,40.88888888888889,,
13.98,38.44444444444444,,
13.99,46.88888888888889,,
14.0,49.77777777777778,,
14.01,38.666666666666664,,
14.02,35.55555555555556,,
14.03,32.88888888888889,,
14.04,34.0,,
14.05,27.77777777777778,,
14.06,35.333333333333336,,
14.07,33.111111111111114,,
14.08,36.888888888888886,,
14.09,35.55555555555556,,
14.1,24.0,,
14.11,33.77777777777778,,
14.12,35.77777777777777,,
14.13,24.88888888888889,,
14.14,32.22222222222222,,
14.15,36.888888888888886,,
14.16,29.333333333333332,,
14.17,31.77777777777778,,
14.18,31.333333333333336,,
14.19,37.77777777777778,,
14.2,44.44444444444444,,
14.21,49.77777777777778,,
14.22,45.77777777777778,,
14.23,44.22222222222222,,
14.24,40.44444444444444,,
14.25,42.66666666666667,,
14.26,34.66666666666667,,
14.27,39.55555555555556,,
14.28,41.11111111111111,,
14.29,31.555555555555554,,
14.3,38.44444444444444,,
14.31,42.888888888888886,,
14.32,45.55555555555556,,
14.33,37.77777777777778,,
14.34,32.22222222222222,,
14.35,32.88888888888889,,
14.36,32.0,,
14.37,29.555555555555557,,
14.38,37.333333333333336,,
14.39,26.0,,
14.4,35.77777777777777,,
14.41,37.77777777777778,,
14.42,26.0,,
14.43,36.0,,
14.44,36.44444444444444,,
14.45,38.666666666666664,,
14.46,38.0,,
14.47,45.77777777777778,,
14.48,54.888888888888886,,
14.49,50.0,,
14.5,46.44444444444444,,
14.51,47.77777777777778,,
14.52,46.666666666666664,,
14.53,35.77777777777777,,
14.54,46.88888888888889,,
14.55,26.88888888888889,,
14.56,28.000000000000004,,
14.57,42.22222222222222,,
14.58,41.11111111111111,,
14.59,35.11111111111111,,
14.6,37.111111111111114,,
14.61,32.0,,
14.62,35.11111111111111,,
14.63,31.555555555555554,,
14.64,39.55555555555556,,
14.65,38.0,,
14.66,27.111111111111114,,
14.67,35.333333333333336,,
14.68,41.55555555555556,,
14.69,37.55555555555555,,
14.7,31.77777777777778,,
14.71,26.222222222222225,,
14.72,25.11111111111111,,
14.73,18.666666666666668,,
14.74,40.22222222222222,,
14.75,43.333333333333336,,
14.76,38.0,,
14.77,32.88888888888889,,
14.78,44.888888888888886,,
14.79,32.44444444444444,,
14.8,38.88888888888889,,
14.81,37.111111111111114,,
14.82,31.77777777777778,,
14.83,36.888888888888886,,
14.84,42.22222222222222,,
14.85,27.555555555555557,,
14.86,32.0,,
14.87,38.22222222222222,,
14.88,42.888888888888886,,
14.89,39.77777777777778,,
14.9,36.666666666666664,,
14.91,41.333333333333336,,
14.92,38.666666666666664,,
14.93,44.0,,
14.94,41.333333333333336,,
14.95,36.22222222222222,,
14.96,26.222222222222225,,
14.97,20.22222222222222,,
14.98,26.0,,
14.99,25.333333333333336,,
15.0,28.444444444444443,,
15.01,32.666666666666664,,
15.02,36.0,,
15.03,32.22222222222222,,
15.04,22.0,,
15.05,21.777777777777775,,
15.06,33.33333333333333,,
15.07,26.666666666666668,,
15.08,25.77777777777778,,
15.09,31.555555555555554,,
15.1,30.666666666666664,,
15.11,30.444444444444446,,
15.12,26.0,,
15.13,29.555555555555557,,
15.14,29.555555555555557,,
15.15,30.666666666666664,,
15.16,35.55555555555556,,
15.17,36.666666666666664,,
15.18,32.88888888888889,,
15.19,26.222222222222225,,
15.2,31.77777777777778,,
15.21,26.0,,
15.22,38.0,,
15.23,39.55555555555556,,
15.24,42.888888888888886,,
15.25,45.33333333333333,,
15.26,38.0,,
15.27,38.666666666666664,,
15.28,41.55555555555556,,
15.29,34.0,,
15.3,29.777777777777775,,
15.31,36.888888888888886,,
15.32,39.111111111111114,,
15.33,38.0,,
15.34,35.77777777777777,,
15.35,29.11111111111111,,
15.36,27.555555555555557,,
15.37,26.222222222222225,,
15.38,22.444444444444443,,
15.39,26.222222222222225,,
15.4,32.666666666666664,,
15.41,32.88888888888889,,
15.42,34.22222222222222,,
15.43,23.333333333333332,,
15.44,18.666666666666668,,
15.45,26.222222222222225,,
15.46,27.333333333333332,,
15.47,17.333333333333336,,
15.48,30.666666666666664,,
15.49,38.0,,
15.5,33.111111111111114,,
15.51,24.666666666666668,,
15.52,28.000000000000004,,
15.53,31.555555555555554,,
15.54,29.777777777777775,,
15.55,29.777777777777775,,
15.56,31.333333333333336,,
15.57,30.444444444444446,,
15.58,34.44444444444444,,
15.59,30.666666666666664,,
15.6,53.77777777777778,,
15.61,39.111111111111114,,
15.62,34.22222222222222,,
15.63,34.44444444444444,,
15.64,38.44444444444444,,
15.65,33.111111111111114,,
15.66,32.666666666666664,,
15.67,35.77777777777777,,
15.68,31.555555555555554,,
15.69,31.333333333333336,,
15.7,21.555555555555557,,
15.71,27.333333333333332,,
15.72,28.666666666666668,,
15.73,24.88888888888889,,
15.74,27.77777777777778,,
15.75,24.88888888888889,,
15.76,30.666666666666664,,
15.77,30.444444444444446,,
15.78,30.666666666666664,,
15.79,18.88888888888889,,
15.8,17.11111111111111,,
15.81,17.555555555555554,,
15.82,20.88888888888889,,
15.83,17.77777777777778,,
15.84,18.88888888888889,,
15.85,25.555555555555554,,
15.86,18.0,,
15.87,31.333333333333336,,
15.88,18.0,,
15.89,30.88888888888889,,
15.9,36.44444444444444,,
15.91,27.77777777777778,,
15.92,34.22222222222222,,
15.93,36.44444444444444,,
15.94,32.666666666666664,,
15.95,22.22222222222222,,
15.96,29.555555555555557,,
15.97,41.11111111111111,,
15.98,35.55555555555556,,
15.99,30.22222222222222,,
16.0,25.11111111111111,,
16.01,17.555555555555554,,
16.02,22.0,,
16.03,26.88888888888889,,
16.04,23.555555555555554,,
16.05,27.333333333333332,,
16.06,20.444444444444446,,
16.07,30.666666666666664,,
16.08,26.88888888888889,,
16.09,20.444444444444446,,
16.1,38.88888888888889,,
16.11,34.66666666666667,,
16.12,22.22222222222222,,
16.13,20.666666666666668,,
16.14,21.11111111111111,,
16.15,19.11111111111111,,
16.16,11.11111111111111,,
16.17,15.777777777777777,,
16.18,12.666666666666668,,
16.19,17.11111111111111,,
16.2,14.888888888888888,,
16.21,12.222222222222221,,
16.22,13.333333333333334,,
16.23,16.444444444444446,,
16.24,22.88888888888889,,
16.25,18.0,,
16.26,15.11111111111111,,
16.27,20.444444444444446,,
16.28,22.666666666666664,,
16.29,20.22222222222222,,
16.3,22.666666666666664,,
16.31,33.33333333333333,,
16.32,30.88888888888889,,
16.33,24.444444444444443,,
16.34,33.77777777777778,,
16.35,33.111111111111114,,
16.36,28.22222222222222,,
16.37,30.88888888888889,,
16.38,29.555555555555557,,
16.39,27.111111111111114,,
16.4,30.22222222222222,,
16.41,34.66666666666667,,
16.42,28.888888888888886,,
16.43,29.11111111111111,,
16.44,44.0,,
16.45,51.77777777777778,,
16.46,49.111111111111114,,
16.47,55.333333333333336,,
16.48,64.66666666666666,,
16.49,64.0,,
16.5,69.11111111111111,,
16.51,63.11111111111111,,
16.52,55.77777777777778,,
16.53,52.0,,
16.54,41.77777777777778,,
16.55,36.44444444444444,,
16.56,42.0,,
16.57,40.88888888888889,,
16.58,44.44444444444444,,
16.59,37.77777777777778,,
16.6,46.666666666666664,,
16.61,42.44444444444444,,
16.62,32.666666666666664,,
16.63,35.11111111111111,,
16.64,34.88888888888889,,
16.65,26.0,,
16.66,30.666666666666664,,
16.67,31.77777777777778,,
16.68,47.333333333333336,,
16.69,40.666666666666664,,
16.7,36.666666666666664,,
16.71,52.44444444444445,,
16.72,34.22222222222222,,
16.73,49.111111111111114,,
16.74,42.22222222222222,,
16.75,33.111111111111114,,
16.76,46.44444444444444,,
16.77,45.111111111111114,,
16.78,43.55555555555555,,
16.79,43.111111111111114,,
16.8,47.11111111111111,,
16.81,44.666666666666664,,
16.82,46.88888888888889,,
16.83,47.55555555555556,,
16.84,40.22222222222222,,
16.85,45.77777777777778,,
16.86,35.77777777777777,,
16.87,38.44444444444444,,
16.88,37.111111111111114,,
16.89,49.77777777777778,,
16.9,34.88888888888889,,
16.91,40.88888888888889,,
16.92,51.77777777777778,,
16.93,47.77777777777778,,
16.94,55.55555555555556,,
16.95,50.0,,
16.96,40.88888888888889,,
16.97,43.333333333333336,,
16.98,40.0,,
16.99,35.77777777777777,,
17.0,31.77777777777778,,
17.01,38.0,,
17.02,38.0,,
17.03,29.555555555555557,,
17.04,34.44444444444444,,
17.05,36.666666666666664,,
17.06,40.0,,
17.07,37.333333333333336,,
17.08,22.444444444444443,,
17.09,24.88888888888889,,
17.1,31.333333333333336,,
17.11,23.555555555555554,,
17.12,19.333333333333332,,
17.13,19.555555555555557,,
17.14,26.666666666666668,,
17.15,14.222222222222221,,
17.16,22.666666666666664,,
17.17,14.222222222222221,,
17.18,12.444444444444445,,
17.19,15.333333333333332,,
17.2,24.88888888888889,,
17.21,30.444444444444446,,
17.22,30.666666666666664,,
17.23,26.666666666666668,,
17.24,25.555555555555554,,
17.25,23.77777777777778,,
17.26,23.77777777777778,,
17.27,18.22222222222222,,
17.28,23.555555555555554,,
17.29,16.444444444444446,,
17.3,32.666666666666664,,
17.31,36.22222222222222,,
17.32,32.22222222222222,,
17.33,17.77777777777778,,
17.34,16.444444444444446,,
17.35,28.444444444444443,,
17.36,21.333333333333336,,
17.37,16.666666666666664,,
17.38,21.777777777777775,,
17.39,22.88888888888889,,
17.4,21.11111111111111,,
17.41,28.444444444444443,,
17.42,19.11111111111111,,
17.43,21.555555555555557,,
17.44,22.444444444444443,,
17.45,22.0,,
17.46,27.555555555555557,,
17.47,19.333333333333332,,
17.48,21.777777777777775,,
17.49,21.555555555555557,,
17.5,19.77777777777778,,
17.51,16.444444444444446,,
17.52,13.333333333333334,,
17.53,13.555555555555557,,
17.54,4.666666666666667,,
17.55,16.22222222222222,,
17.56,21.777777777777775,,
17.57,18.666666666666668,,
17.58,16.22222222222222,,
17.59,20.88888888888889,,
17.6,19.77777777777778,,
17.61,23.77777777777778,,
17.62,14.222222222222221,,
17.63,16.88888888888889,,
17.64,19.11111111111111,,
17.65,22.22222222222222,,
17.66,18.88888888888889,,
17.67,16.0,,
17.68,22.666666666666664,,
17.69,15.555555555555555,,
17.7,22.666666666666664,,
17.71,18.444444444444443,,
17.72,18.22222222222222,,
17.73,22.666666666666664,,
17.74,19.11111111111111,,
17.75,21.777777777777775,,
17.76,13.777777777777779,,
17.77,13.111111111111112,,
17.78,12.0,,
17.79,14.666666666666666,,
17.8,16.666666666666664,,
17.81,10.444444444444445,,
17.82,7.555555555555555,,
17.83,10.888888888888888,,
17.84,14.666666666666666,,
17.85,10.222222222222223,,
17.86,9.555555555555555,,
17.87,9.11111111111111,,
17.88,12.666666666666668,,
17.89,11.555555555555555,,
17.9,8.222222222222223,,
17.91,4.222222222222222,,
17.92,5.555555555555555,,
17.93,9.777777777777779,,
17.94,15.555555555555555,,
17.95,15.777777777777777,,
17.96,17.333333333333336,,
17.97,14.666666666666666,,
17.98,14.000000000000002,,
17.99,12.88888888888889,,
18.0,16.22222222222222,,
18.01,9.555555555555555,,
18.02,11.11111111111111,,
18.03,17.333333333333336,,
18.04,16.0,,
18.05,11.11111111111111,,
18.06,12.0,,
18.07,14.000000000000002,,
18.08,15.777777777777777,,
18.09,20.22222222222222,,
18.1,9.555555555555555,,
18.11,7.777777777777778,,
18.12,5.777777777777778,,
18.13,10.888888888888888,,
18.14,15.777777777777777,,
18.15,14.888888888888888,,
18.16,13.555555555555557,,
18.17,19.333333333333332,,
18.18,18.88888888888889,,
18.19,14.444444444444443,,
18.2,11.333333333333332,,
18.21,7.777777777777778,,
18.22,3.7777777777777777,,
18.23,10.888888888888888,,
18.24,14.888888888888888,,
18.25,14.666666666666666,,
18.26,16.666666666666664,,
18.27,18.0,,
18.28,11.777777777777777,,
18.29,15.555555555555555,,
18.3,12.222222222222221,,
18.31,12.666666666666668,,
18.32,14.000000000000002,,
18.33,19.11111111111111,,
18.34,23.555555555555554,,
18.35,28.666666666666668,,
18.36,35.11111111111111,,
18.37,39.33333333333333,,
18.38,38.44444444444444,,
18.39,37.77777777777778,,
18.4,30.88888888888889,,
18.41,38.88888888888889,,
18.42,33.77777777777778,,
18.43,43.333333333333336,,
18.44,40.22222222222222,,
18.45,48.44444444444444,,
18.46,48.888888888888886,,
18.47,42.66666666666667,,
18.48,45.33333333333333,,
18.49,47.55555555555556,,
18.5,48.888888888888886,,
18.51,47.77777777777778,,
18.52,48.22222222222222,,
18.53,46.666666666666664,,
18.54,60.0,,
18.55,49.55555555555556,,
18.56,43.55555555555555,,
18.57,34.66666666666667,,
18.58,38.666666666666664,,
18.59,43.77777777777778,,
18.6,46.88888888888889,,
18.61,44.0,,
18.62,35.11111111111111,,
18.63,37.55555555555555,,
18.64,34.66666666666667,,
18.65,47.11111111111111,,
18.66,26.666666666666668,,
18.67,33.55555555555556,,
18.68,42.0,,
18.69,37.77777777777778,,
18.7,29.555555555555557,,
18.71,39.33333333333333,,
